"filename", "language", "Gradle", "JSON", "Markdown", "JSON with Comments", "Batch", "Java", "HTML", "Java Properties", "comment", "blank", "total"
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel0\Gyroscope.java", "Java", 0, 0, 0, 0, 0, 69, 0, 0, 0, 12, 81
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel0\Motor.java", "Java", 0, 0, 0, 0, 0, 234, 0, 0, 4, 29, 267
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel0\ObjectDetector.java", "Java", 0, 0, 0, 0, 0, 105, 0, 0, 0, 17, 122
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel0\Sensor.java", "Java", 0, 0, 0, 0, 0, 48, 0, 0, 0, 11, 59
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel1\Elevator.java", "Java", 0, 0, 0, 0, 0, 74, 0, 0, 0, 9, 83
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel1\PositionSwitch.java", "Java", 0, 0, 0, 0, 0, 35, 0, 0, 0, 10, 45
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel1\Spinner.java", "Java", 0, 0, 0, 0, 0, 52, 0, 0, 0, 10, 62
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel1\SwerveModule.java", "Java", 0, 0, 0, 0, 0, 133, 0, 0, 0, 15, 148
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel1\Telemetry.java", "Java", 0, 0, 0, 0, 0, 254, 0, 0, 0, 31, 285
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\compLevel1\Turner.java", "Java", 0, 0, 0, 0, 0, 107, 0, 0, 0, 10, 117
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\controllers\Controller.java", "Java", 0, 0, 0, 0, 0, 268, 0, 0, 0, 14, 282
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\types\SixFunction.java", "Java", 0, 0, 0, 0, 0, 5, 0, 0, 14, 1, 20
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\utility\GoatMath.java", "Java", 0, 0, 0, 0, 0, 38, 0, 0, 0, 11, 49
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\com\utility\Spline.java", "Java", 0, 0, 0, 0, 0, 196, 0, 0, 76, 0, 272
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\Main.java", "Java", 0, 0, 0, 0, 0, 8, 0, 0, 3, 5, 16
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\Robot.java", "Java", 0, 0, 0, 0, 0, 87, 0, 0, 3, 29, 119
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\RobotContainer.java", "Java", 0, 0, 0, 0, 0, 190, 0, 0, 12, 28, 230
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commandCreators\BasicCommands.java", "Java", 0, 0, 0, 0, 0, 262, 0, 0, 0, 35, 297
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commandCreators\BasicScoringCommands.java", "Java", 0, 0, 0, 0, 0, 705, 0, 0, 0, 95, 800
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commandCreators\DriveCommands.java", "Java", 0, 0, 0, 0, 0, 193, 0, 0, 0, 24, 217
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commandCreators\MovingRangedShot.java", "Java", 0, 0, 0, 0, 0, 185, 0, 0, 0, 22, 207
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commandCreators\PickupCommands.java", "Java", 0, 0, 0, 0, 0, 156, 0, 0, 0, 33, 189
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commandCreators\StationaryRangedShot.java", "Java", 0, 0, 0, 0, 0, 164, 0, 0, 0, 21, 185
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commandCreators\TelemetryCommands.java", "Java", 0, 0, 0, 0, 0, 106, 0, 0, 0, 16, 122
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\commands\AutoCommands.java", "Java", 0, 0, 0, 0, 0, 35, 0, 0, 0, 6, 41
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\BottomShooterSubsystem.java", "Java", 0, 0, 0, 0, 0, 90, 0, 0, 0, 18, 108
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\DriveSubsystem.java", "Java", 0, 0, 0, 0, 0, 365, 0, 0, 0, 33, 398
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\ElevatorSubsystem.java", "Java", 0, 0, 0, 0, 0, 116, 0, 0, 0, 19, 135
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\InnerIntakeSubsystem.java", "Java", 0, 0, 0, 0, 0, 89, 0, 0, 0, 17, 106
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\MechanismSubsystem.java", "Java", 0, 0, 0, 0, 0, 36, 0, 0, 1, 10, 47
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\NotedLoadedSubsystem.java", "Java", 0, 0, 0, 0, 0, 59, 0, 0, 0, 16, 75
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\OuterIntakeSubsystem.java", "Java", 0, 0, 0, 0, 0, 89, 0, 0, 0, 17, 106
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\ShooterTiltSubsystem.java", "Java", 0, 0, 0, 0, 0, 136, 0, 0, 0, 20, 156
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\SingulatorSubsystem.java", "Java", 0, 0, 0, 0, 0, 89, 0, 0, 0, 17, 106
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\TelemetrySubsystem.java", "Java", 0, 0, 0, 0, 0, 326, 0, 0, 10, 37, 373
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\TopShooterSubsystem.java", "Java", 0, 0, 0, 0, 0, 95, 0, 0, 0, 19, 114
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\subsystems\TransportSubsystem.java", "Java", 0, 0, 0, 0, 0, 89, 0, 0, 0, 17, 106
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\src\main\java\frc\robot\triggers\ComplexTriggers.java", "Java", 0, 0, 0, 0, 0, 24, 0, 0, 2, 11, 37
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\vendordeps\NavX.json", "JSON", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 40
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\vendordeps\PathplannerLib.json", "JSON", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 38
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\vendordeps\Phoenix5.json", "JSON", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 151
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\vendordeps\Phoenix6.json", "JSON", 0, 339, 0, 0, 0, 0, 0, 0, 0, 0, 339
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\vendordeps\REVLib.json", "JSON", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 74
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\vendordeps\WPILibNewCommands.json", "JSON", 0, 38, 0, 0, 0, 0, 0, 0, 0, 1, 39
"c:\Users\Nick Armstrong\Desktop\NoteoriousGOAT2024\vendordeps\playingwithfusion2024.json", "JSON", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 71
"Total", "-", 90, 1017, 22, 23, 41, 5509, 2404, 7, 174, 830, 10117
